Column1,Content ID,content Type,Category,Reactions.Reaction Type,Reactions.Datetime,ReactionTypes.Sentiment,ReactionTypes.Score,UNIQUE CATEGORY,VALUES
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,scared,19-12-2020 19:05,negative,15,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,like,02-09-2020 17:04,positive,50,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,worried,15-09-2020 04:17,negative,12,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,disgust,17-11-2020 08:52,negative,0,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,want,17-07-2020 11:16,positive,70,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,heart,14-05-2021 18:21,positive,60,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,worried,05-05-2021 23:04,negative,12,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,peeking,23-10-2020 22:58,neutral,35,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,hate,12-07-2020 17:02,negative,5,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,scared,05-10-2020 11:23,negative,15,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,interested,30-07-2020 16:38,positive,30,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,super love,08-07-2020 02:25,positive,75,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,dislike,01-06-2021 18:00,negative,10,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,indifferent,02-05-2021 19:35,neutral,20,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,cherish,25-03-2021 20:15,positive,70,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,heart,16-09-2020 00:56,positive,60,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,adore,12-08-2020 07:05,positive,72,,
271,b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,want,31-12-2020 21:24,positive,70,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,like,14-01-2021 03:41,positive,50,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,heart,16-07-2020 04:04,positive,60,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,love,13-10-2020 03:52,positive,65,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,super love,22-05-2021 23:01,positive,75,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,heart,25-12-2020 04:20,positive,60,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,want,09-10-2020 19:06,positive,70,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,want,05-10-2020 01:53,positive,70,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,scared,21-06-2020 11:45,negative,15,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,cherish,15-08-2020 15:52,positive,70,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,heart,31-08-2020 19:32,positive,60,,
272,5163acf9-9bde-4f09-81e2-d8711e774360,audio,healthy eating,intrigued,27-01-2021 08:50,positive,45,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,worried,30-01-2021 14:39,negative,12,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,like,10-11-2020 00:52,positive,50,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,disgust,30-03-2021 17:47,negative,0,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,intrigued,05-08-2020 16:14,positive,45,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,super love,10-02-2021 11:42,positive,75,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,love,22-06-2020 21:12,positive,65,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,adore,27-08-2020 23:00,positive,72,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,adore,13-02-2021 07:29,positive,72,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,heart,18-05-2021 00:37,positive,60,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,love,09-06-2021 03:54,positive,65,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,want,21-12-2020 17:11,positive,70,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,hate,26-12-2020 12:54,negative,5,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,love,31-05-2021 17:20,positive,65,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,interested,22-08-2020 10:44,positive,30,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,peeking,12-12-2020 13:51,neutral,35,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,indifferent,31-08-2020 02:13,neutral,20,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,heart,11-09-2020 16:26,positive,60,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,dislike,21-01-2021 07:48,negative,10,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,peeking,23-02-2021 05:46,neutral,35,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,cherish,28-07-2020 16:58,positive,70,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,dislike,02-04-2021 17:22,negative,10,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,want,29-10-2020 13:08,positive,70,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,worried,24-01-2021 04:15,negative,12,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,cherish,16-05-2021 09:17,positive,70,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,like,25-11-2020 02:44,positive,50,,
273,802a8533-3051-4e2c-ad30-7751ece5d514,audio,food,interested,23-10-2020 04:26,positive,30,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,peeking,17-02-2021 09:51,neutral,35,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,cherish,23-07-2020 12:07,positive,70,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,scared,26-09-2020 00:54,negative,15,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,scared,23-05-2021 15:35,negative,15,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,dislike,16-05-2021 03:47,negative,10,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,peeking,10-02-2021 04:51,neutral,35,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,adore,16-10-2020 18:12,positive,72,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,cherish,19-01-2021 02:34,positive,70,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,intrigued,20-03-2021 22:06,positive,45,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,want,06-10-2020 16:43,positive,70,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,dislike,28-08-2020 19:26,negative,10,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,disgust,07-05-2021 12:24,negative,0,,
274,8f12f846-7528-4516-aa7c-f937d868c904,GIF,culture,like,05-05-2021 00:46,positive,50,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,want,02-05-2021 00:29,positive,70,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,indifferent,28-08-2020 08:03,neutral,20,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,peeking,05-07-2020 06:19,neutral,35,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,dislike,14-03-2021 09:14,negative,10,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,disgust,14-06-2021 16:44,negative,0,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,adore,02-02-2021 16:00,positive,72,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,intrigued,22-01-2021 01:53,positive,45,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,dislike,04-02-2021 06:22,negative,10,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,adore,09-08-2020 15:12,positive,72,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,love,15-05-2021 08:47,positive,65,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,disgust,01-06-2021 20:37,negative,0,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,like,25-07-2020 10:23,positive,50,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,dislike,04-04-2021 23:23,negative,10,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,super love,07-05-2021 15:10,positive,75,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,disgust,12-08-2020 23:32,negative,0,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,interested,16-03-2021 20:17,positive,30,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,adore,10-05-2021 13:57,positive,72,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,peeking,06-07-2020 12:55,neutral,35,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,indifferent,28-04-2021 11:59,neutral,20,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,cherish,09-10-2020 05:34,positive,70,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,worried,30-03-2021 02:36,negative,12,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,heart,21-12-2020 06:36,positive,60,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,intrigued,11-01-2021 17:36,positive,45,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,intrigued,24-03-2021 23:25,positive,45,,
275,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,photo,studying,hate,02-03-2021 00:37,negative,5,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,indifferent,31-12-2020 20:12,neutral,20,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,heart,09-09-2020 12:14,positive,60,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,super love,10-04-2021 01:32,positive,75,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,disgust,25-10-2020 11:46,negative,0,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,cherish,21-08-2020 11:58,positive,70,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,worried,18-02-2021 03:40,negative,12,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,intrigued,04-09-2020 17:04,positive,45,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,like,20-06-2020 09:24,positive,50,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,dislike,07-01-2021 12:59,negative,10,,
276,636e6499-b670-4cd4-a829-2c4c9e07db2a,photo,soccer,love,23-07-2020 00:40,positive,65,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,scared,27-06-2020 01:13,negative,15,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,adore,19-12-2020 07:37,positive,72,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,super love,17-04-2021 12:42,positive,75,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,super love,20-01-2021 19:00,positive,75,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,07-08-2020 08:54,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,08-01-2021 17:05,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,cherish,08-07-2020 06:33,positive,70,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,21-07-2020 13:48,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,30-06-2020 19:42,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,12-04-2021 23:33,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,02-11-2020 19:58,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,intrigued,25-10-2020 21:40,positive,45,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,worried,30-10-2020 20:20,negative,12,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,like,01-05-2021 01:53,positive,50,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,dislike,30-09-2020 16:39,negative,10,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,want,20-09-2020 15:18,positive,70,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,worried,16-04-2021 11:02,negative,12,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,intrigued,14-01-2021 15:21,positive,45,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,interested,21-08-2020 02:20,positive,30,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,heart,08-01-2021 21:38,positive,60,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,peeking,25-07-2020 15:30,neutral,35,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,heart,02-02-2021 10:10,positive,60,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,heart,10-12-2020 10:02,positive,60,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,love,21-03-2021 21:48,positive,65,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,heart,03-10-2020 16:31,positive,60,,
277,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,audio,travel,hate,30-12-2020 18:08,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,love,16-03-2021 12:13,positive,65,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,hate,11-09-2020 12:24,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,cherish,02-02-2021 00:47,positive,70,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,worried,13-10-2020 14:23,negative,12,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,22-02-2021 22:28,positive,72,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,07-09-2020 21:28,negative,0,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,super love,22-03-2021 16:37,positive,75,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,intrigued,17-03-2021 22:58,positive,45,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,07-05-2021 22:44,positive,72,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,interested,22-08-2020 02:07,positive,30,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,hate,30-08-2020 20:15,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,scared,07-01-2021 15:44,negative,15,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,like,03-06-2021 06:27,positive,50,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,hate,25-07-2020 04:44,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,indifferent,19-12-2020 04:47,neutral,20,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,29-04-2021 00:14,positive,72,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,hate,15-11-2020 06:55,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,dislike,11-06-2021 16:09,negative,10,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,worried,26-04-2021 15:43,negative,12,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,love,01-07-2020 05:57,positive,65,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,31-08-2020 19:59,negative,0,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,24-09-2020 19:49,negative,0,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,hate,21-08-2020 22:15,negative,5,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,super love,17-05-2021 03:55,positive,75,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,interested,16-12-2020 19:10,positive,30,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,29-08-2020 23:27,positive,72,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,heart,26-11-2020 19:37,positive,60,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,14-09-2020 01:36,negative,0,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,28-12-2020 05:20,positive,72,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,10-09-2020 12:37,negative,0,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,cherish,29-08-2020 12:29,positive,70,,
278,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,like,24-12-2020 00:51,positive,50,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,04-01-2021 21:41,positive,60,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,05-01-2021 15:24,positive,60,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,peeking,03-08-2020 22:13,neutral,35,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,worried,05-12-2020 04:18,negative,12,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,10-12-2020 04:23,negative,15,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,love,04-06-2021 15:39,positive,65,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,cherish,03-11-2020 03:31,positive,70,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,interested,06-08-2020 07:02,positive,30,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,27-06-2020 00:40,negative,15,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,hate,11-09-2020 00:49,negative,5,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,disgust,07-03-2021 08:35,negative,0,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,10-05-2021 21:08,positive,60,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,intrigued,19-01-2021 12:35,positive,45,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,indifferent,17-05-2021 07:11,neutral,20,,
279,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,22-02-2021 01:02,negative,15,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,super love,04-06-2021 18:40,positive,75,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,peeking,19-07-2020 08:40,neutral,35,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,indifferent,16-11-2020 03:03,neutral,20,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,interested,18-12-2020 17:50,positive,30,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,want,31-08-2020 15:00,positive,70,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,want,30-11-2020 11:01,positive,70,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,super love,21-11-2020 07:27,positive,75,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,adore,01-12-2020 23:51,positive,72,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,adore,30-12-2020 06:43,positive,72,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,love,20-06-2020 09:06,positive,65,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,love,22-07-2020 09:25,positive,65,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,intrigued,06-04-2021 05:18,positive,45,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,super love,26-07-2020 14:09,positive,75,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,heart,21-01-2021 09:21,positive,60,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,adore,26-03-2021 08:13,positive,72,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,super love,12-01-2021 18:02,positive,75,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,disgust,04-01-2021 21:23,negative,0,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,want,31-07-2020 08:18,positive,70,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,intrigued,28-08-2020 04:53,positive,45,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,worried,24-10-2020 19:59,negative,12,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,want,13-06-2021 02:50,positive,70,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,worried,05-08-2020 12:15,negative,12,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,like,31-07-2020 19:55,positive,50,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,intrigued,29-07-2020 20:22,positive,45,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,intrigued,26-03-2021 05:22,positive,45,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,super love,29-12-2020 21:38,positive,75,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,worried,30-10-2020 01:34,negative,12,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,worried,24-04-2021 03:17,negative,12,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,want,01-03-2021 18:43,positive,70,,
280,5c38166c-8305-4227-ad54-bad36df2a57a,video,Fitness,dislike,19-03-2021 22:16,negative,10,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,indifferent,10-08-2020 11:42,neutral,20,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,01-08-2020 06:41,positive,30,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,19-12-2020 00:55,positive,50,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,02-08-2020 09:01,positive,75,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,16-08-2020 20:09,positive,45,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,10-05-2021 00:37,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,want,08-11-2020 18:04,positive,70,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,11-04-2021 20:38,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,08-12-2020 07:49,positive,30,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,love,29-01-2021 17:13,positive,65,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,15-02-2021 03:01,positive,45,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,love,13-02-2021 05:12,positive,65,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,heart,03-07-2020 02:47,positive,60,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,02-01-2021 10:28,positive,75,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,heart,31-07-2020 07:56,positive,60,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,cherish,14-07-2020 22:31,positive,70,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,peeking,06-09-2020 19:32,neutral,35,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,31-01-2021 06:24,positive,50,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,07-01-2021 16:45,positive,30,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,scared,12-01-2021 09:15,negative,15,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,18-12-2020 00:57,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,24-05-2021 00:13,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,26-06-2020 17:02,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,21-05-2021 12:10,positive,75,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,worried,03-05-2021 04:39,negative,12,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,14-08-2020 22:07,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,09-08-2020 07:32,positive,75,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,25-06-2020 00:41,positive,50,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,24-11-2020 09:01,positive,45,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,25-06-2020 06:32,negative,0,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,dislike,08-03-2021 22:16,negative,10,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,dislike,21-12-2020 15:22,negative,10,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,cherish,17-04-2021 17:42,positive,70,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,peeking,11-04-2021 06:08,neutral,35,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,scared,14-03-2021 22:26,negative,15,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,adore,19-11-2020 06:28,positive,72,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,14-01-2021 20:04,positive,30,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,scared,09-07-2020 21:05,negative,15,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,love,06-09-2020 15:36,positive,65,,
281,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,cherish,11-07-2020 06:18,positive,70,,
